Site;Date;PE (kg);Gaz (kWh);Electricité (kWh);Gaz (kWh/kg);Electricité (kWh/kg)
PTWE89;2024-02-03;0.0;0.0;337.3333333333333;;
PTWE35;2024-02-04;0.0;2592000.0;517.6666666666666;;
PTWE42 Andrézieux;2024-02-04;0.0;414144.0;130.99999999999997;;
PTWE89;2024-02-04;0.0;26496.0;332.5833333333333;;
PTWE35;2024-02-05;0.0;70517952.0;3371.9999999999995;;
PTWE42 Andrézieux;2024-02-05;0.0;3803328.0;818.5;;
PTWE89;2024-02-05;777507.84;2806848.0;22182.5;3.6100574882949092;0.02853025893603851
PTWE35;2024-02-06;16073942.4;66944448.0;105642.16666666669;4.164780881633618;0.006572262363380541
PTWE42 Andrézieux;2024-02-06;1557504.0;3203712.0;13613.833333333334;2.0569526627218937;0.008740801521751041
PTWE89;2024-02-06;0.0;2894400.0;1942.0000000000002;;
PTWE35;2024-02-07;16448434.56;64570176.0;122788.41666666667;3.925612237715587;0.007465051839356722
PTWE42 Andrézieux;2024-02-07;1888128.0;3385152.0;16363.916666666668;1.7928615009151923;0.008666741167265497
PTWE89;2024-02-07;1636116.48;2918016.0;27534.0;1.7835013800484425;0.0168288751666385
PTWE35;2024-02-08;0.0;56163456.0;4186.083333333333;;
PTWE42 Andrézieux;2024-02-08;1765440.0;3019968.0;15509.666666666664;1.7106035889070146;0.008785156486012928
PTWE89;2024-02-08;931530.24;2767680.0;23705.0;2.9711112760010883;0.0254473757073093
PTWE35;2024-02-09;33514565.184;79488.0;91014.0;0.002371744928319939;0.002715655103991935
PTWE42 Andrézieux;2024-02-09;1543680.0;1901376.0;13440.0;1.2317164179104478;0.008706467661691543
PTWE89;2024-02-09;0.0;1796544.0;581.0833333333333;;
PTWE35;2024-02-10;0.0;0.0;416.75000000000006;;
PTWE42 Andrézieux;2024-02-10;0.0;0.0;146.91666666666666;;
PTWE89;2024-02-10;0.0;0.0;330.0833333333333;;
PTWE35;2024-02-11;0.0;2804544.0;473.0;;
PTWE42 Andrézieux;2024-02-11;0.0;395712.0;112.5;;
PTWE89;2024-02-11;0.0;0.0;328.83333333333337;;
PTWE35;2024-02-12;200724.48000000004;72080064.0;7473.333333333332;359.099517906336;0.03723179820086384
PTWE42 Andrézieux;2024-02-12;1249228.8;2544768.0;11113.750000000002;2.0370711914422723;0.0088964887777163
PTWE89;2024-02-12;1494074.88;2851200.0;38090.25;1.9083380881151017;0.025494204145912688
PTWE35;2024-02-13;19920798.72;68584320.0;116813.66666666669;3.4428499059700357;0.005863904771518453
PTWE42 Andrézieux;2024-02-13;897408.0;3230208.0;12588.333333333334;3.599486521181001;0.014027436052869302
PTWE89;2024-02-13;788970.24;2928960.0;20346.666666666668;3.712383372026808;0.025788889916388568
PTWE35;2024-02-14;19796161.536;67881024.0;119354.66666666667;3.428999297492902;0.0060291822962555705
PTWE42 Andrézieux;2024-02-14;1414080.0;3468096.0;14922.666666666666;2.4525458248472507;0.010552915440899147
PTWE89;2024-02-14;805674.24;2867328.0;21540.0;3.5589173112944508;0.026735371358031754
PTWE35;2024-02-15;19896454.656000003;55140480.0;108735.66666666667;2.7713721340486033;0.005465077499818602
PTWE42 Andrézieux;2024-02-15;1627776.0;3695040.0;14970.666666666666;2.269992922859165;0.009197006631543079
PTWE89;2024-02-15;0.0;2668608.0;1406.0;;
PTWE35;2024-02-16;17728125.696000002;0.0;36017.99999999999;;0.002031686858364657
PTWE42 Andrézieux;2024-02-16;1817049.6;2375424.0;16822.5;1.3072972801623026;0.009258140229083455
PTWE89;2024-02-16;1157817.6;1597248.0;18010.416666666664;1.3795333565494252;0.015555487035839378
PTWE35;2024-02-17;0.0;0.0;442.16666666666663;;
PTWE42 Andrézieux;2024-02-17;0.0;0.0;130.66666666666666;;
PTWE89;2024-02-17;0.0;0.0;325.16666666666663;;
PTWE35;2024-02-18;0.0;2749248.0;412.5833333333333;;
PTWE42 Andrézieux;2024-02-18;0.0;393408.0;107.83333333333334;;
PTWE89;2024-02-18;0.0;0.0;344.08333333333337;;
PTWE35;2024-02-19;0.0;65537856.0;3276.1666666666665;;
PTWE42 Andrézieux;2024-02-19;1582387.2;2888640.0;12579.0;1.8254950495049505;0.007949381794797128
PTWE89;2024-02-19;805674.24;2928960.0;16329.166666666668;3.6354147304002176;0.02026770356548407
PTWE35;2024-02-20;17885394.432;63263808.0;99161.83333333334;3.5371771218425203;0.005544291109169839
PTWE42 Andrézieux;2024-02-20;1391616.0;2790144.0;8594.0;2.0049668874172184;0.0061755541758646065
PTWE89;2024-02-20;0.0;0.0;1162.75;;
PTWE35;2024-02-21;17025292.799999997;62534592.0;105220.83333333333;3.6730406187199325;0.006180265712277991
PTWE42 Andrézieux;2024-02-21;1065600.0;2733696.0;7575.333333333333;2.5654054054054054;0.007108983983983984
PTWE89;2024-02-21;0.0;0.0;1167.25;;
PTWE35;2024-02-22;19057213.44;48487680.0;93433.16666666667;2.5443216109563602;0.0049027716964409815
PTWE42 Andrézieux;2024-02-22;1075161.6;2140992.0;6878.666666666666;1.9913211186113788;0.006397797937227916
PTWE89;2024-02-22;232128.0;0.0;3396.75;;0.014633090363937139
PTWE35;2024-02-23;17396570.880000003;238464.0;39659.66666666667;0.013707529009303238;0.002279740469557795
PTWE42 Andrézieux;2024-02-23;1100736.0;2067264.0;9531.249999999998;1.8780743066457353;0.008658979083086224
PTWE89;2024-02-23;0.0;0.0;394.41666666666663;;
PTWE35;2024-02-24;0.0;0.0;710.4166666666666;;
PTWE42 Andrézieux;2024-02-24;0.0;0.0;115.25000000000001;;
PTWE89;2024-02-24;0.0;0.0;545.25;;
PTWE35;2024-02-25;0.0;5203008.0;704.5000000000001;;
PTWE42 Andrézieux;2024-02-25;0.0;334656.0;117.5;;
PTWE89;2024-02-25;0.0;0.0;415.66666666666663;;
PTWE35;2024-02-26;0.0;59531328.0;3286.583333333334;;
PTWE42 Andrézieux;2024-02-26;412416.0;3299904.0;4340.5;8.001396648044693;0.010524567427063935
PTWE89;2024-02-26;0.0;2928960.0;2057.4166666666665;;
PTWE35;2024-02-27;16714667.52;62118144.0;145801.5;3.71638526017178;0.008722967407251186
PTWE42 Andrézieux;2024-02-27;1002470.4;3000384.0;12108.75;2.9929901172144335;0.012078910260093464
PTWE89;2024-02-27;811434.24;2995200.0;21760.833333333336;3.6912418189303917;0.026817741057283132
PTWE35;2024-02-28;17198438.400000002;61784640.0;157080.0;3.5924563941805316;0.009133387366145985
PTWE42 Andrézieux;2024-02-28;1524672.0;4339584.0;13290.0;2.8462410275783907;0.008716628888049364
PTWE89;2024-02-28;546474.24;2807424.0;22193.333333333332;5.13734005101503;0.04061185634904462
PTWE35;2024-02-29;36086155.776;61328448.0;294147.41666666674;1.6995007276665368;0.0081512538629093
PTWE42 Andrézieux;2024-02-29;3790195.2;3691008.0;26441.250000000004;0.973830582657062;0.006976223810319849
PTWE89;2024-02-29;548513.28;2670336.0;44885.0;4.868316041500399;0.08183028859392429
PTWE35;2024-03-01;0.0;48335616.0;3746.166666666667;;
PTWE42 Andrézieux;2024-03-01;0.0;2088000.0;794.3333333333333;;
PTWE89;2024-03-01;358986.24;1539648.0;9890.0;4.28887747898081;0.027549802465966385
PTWE35;2024-03-02;0.0;0.0;1150.75;;
PTWE42 Andrézieux;2024-03-02;0.0;0.0;126.24999999999999;;
PTWE89;2024-03-02;0.0;0.0;313.16666666666663;;
PTWE35;2024-03-03;0.0;3915648.0;648.25;;
PTWE42 Andrézieux;2024-03-03;0.0;369792.0;132.41666666666666;;
PTWE89;2024-03-03;0.0;0.0;325.5833333333333;;
PTWE35;2024-03-04;15278416.127999999;69800832.0;122123.99999999999;4.568590841826821;0.007993236928282728
PTWE42 Andrézieux;2024-03-04;1159833.6;4992192.0;10239.0;4.304231227651966;0.008827990497947292
PTWE49;2024-03-04;1270.0;3883.2699999999627;893.4166666666665;3.0576929133857975;0.7034776902887138
PTWE89;2024-03-04;707880.9600000001;2973888.0;20874.166666666664;4.201113136310376;0.02948824427579838
PTWE35;2024-03-05;18255234.816000003;69182208.0;142236.0;3.7897188777525055;0.007791518511464759
PTWE42 Andrézieux;2024-03-05;2108044.8;4537728.0;22051.666666666668;2.152576643532434;0.010460720126378087
PTWE49;2024-03-05;1270.0;3883.2699999999627;1055.75;3.0576929133857975;0.8312992125984252
PTWE89;2024-03-05;0.0;1855296.0;2159.5;;
PTWE35;2024-03-06;18178632.576;63014976.0;141808.6666666667;3.466431027556734;0.007800843439340257
PTWE42 Andrézieux;2024-03-06;1570060.8;3919680.0;20261.916666666664;2.496514784650378;0.01290517963805393
PTWE49;2024-03-06;1270.0;3883.2699999999627;1024.1666666666667;3.0576929133857975;0.8064304461942258
PTWE89;2024-03-06;1361514.24;2924928.0;26110.0;2.1482904211123053;0.01917717731692619
PTWE35;2024-03-07;16295046.912;74476800.0;148020.00000000003;4.570517679525905;0.009083741875636769
PTWE42 Andrézieux;2024-03-07;1559001.6;3772224.0;17280.0;2.419640877854134;0.011084016847705607
PTWE49;2024-03-07;1270.0;3883.2699999999627;1016.4166666666667;3.0576929133857975;0.8003280839895014
PTWE89;2024-03-07;716394.24;2930112.0;22550.833333333336;4.090083136346825;0.031478244902322684
PTWE35;2024-03-08;21490030.08;55567296.0;89858.33333333333;2.5857244402703046;0.004181396349787396
PTWE42 Andrézieux;2024-03-08;1941696.0;1714176.0;15472.333333333334;0.8828240878077722;0.007968463309052156
PTWE49;2024-03-08;870.8571428571429;4936.969999999989;724.6666666666667;5.669092847769017;0.8321303587051619
PTWE89;2024-03-08;329414.4;1276992.0;3663.916666666667;3.876551844728099;0.011122515186545175
PTWE35;2024-03-09;0.0;0.0;969.3333333333333;;
PTWE42 Andrézieux;2024-03-09;0.0;0.0;106.83333333333334;;
PTWE49;2024-03-09;870.8571428571429;4936.969999999989;94.25;5.669092847769017;0.1082267060367454
PTWE89;2024-03-09;0.0;0.0;313.3333333333333;;
PTWE35;2024-03-10;0.0;3945024.0;610.1666666666667;;
PTWE42 Andrézieux;2024-03-10;0.0;448128.0;104.16666666666667;;
PTWE49;2024-03-10;870.8571428571429;4936.969999999989;97.25;5.669092847769017;0.11167158792650918
PTWE89;2024-03-10;0.0;0.0;310.66666666666663;;
PTWE35;2024-03-11;18209128.32;79474176.0;138732.75;4.364523913685067;0.007618857287507983
PTWE42 Andrézieux;2024-03-11;794649.6;3697920.0;8950.333333333334;4.653522760220354;0.011263245250904719
PTWE49;2024-03-11;870.8571428571429;4936.969999999989;958.5;5.669092847769017;1.1006397637795275
PTWE89;2024-03-11;0.0;2941632.0;1795.6666666666665;;
PTWE35;2024-03-12;20934184.32;68572224.0;166549.99999999997;3.2756100238635906;0.007955886766549687
PTWE42 Andrézieux;2024-03-12;1211904.0;4045824.0;11247.166666666668;3.338403041825095;0.009280575579143784
PTWE49;2024-03-12;870.8571428571429;4936.969999999989;1051.5;5.669092847769017;1.2074311023622046
PTWE89;2024-03-12;0.0;2808000.0;1371.5833333333335;;
PTWE35;2024-03-13;20270615.040000003;73574784.0;174567.75;3.6296276089706643;0.0086118625239306
PTWE42 Andrézieux;2024-03-13;1781568.0;2968128.0;11838.166666666668;1.6660200452634981;0.006644802032067632
PTWE49;2024-03-13;870.8571428571429;4936.969999999989;922.6666666666667;5.669092847769017;1.0594925634295713
PTWE89;2024-03-13;2149182.72;2813184.0;56623.0;1.30895524788139;0.02634629409266793
PTWE35;2024-03-14;20331095.04;69023232.0;164304.08333333334;3.394958897403295;0.00808141829105007
PTWE42 Andrézieux;2024-03-14;1473408.0;2632320.0;10805.666666666666;1.7865519937451133;0.007333791228679813
PTWE49;2024-03-14;870.8571428571429;4936.969999999989;985.0833333333333;5.669092847769017;1.1311652449693788
PTWE89;2024-03-14;716394.24;2745216.0;20400.0;3.83199060896972;0.02847594084508552
PTWE35;2024-03-15;19494438.912;55857600.0;167958.0;2.865309448101955;0.00861568782554761
PTWE42 Andrézieux;2024-03-15;854784.0;1903680.0;8235.333333333332;2.227088948787062;0.009634402765298991
PTWE49;2024-03-15;870.8571428571429;4936.969999999989;919.0;5.669092847769017;1.055282152230971
PTWE89;2024-03-15;355991.04;1541376.0;10828.333333333332;4.329816840333959;0.030417432229005913
PTWE35;2024-03-16;0.0;0.0;861.75;;
PTWE42 Andrézieux;2024-03-16;0.0;0.0;120.08333333333334;;
PTWE49;2024-03-16;870.8571428571429;4936.969999999989;172.83333333333334;5.669092847769017;0.19846347331583553
PTWE89;2024-03-16;0.0;0.0;293.91666666666663;;
PTWE35;2024-03-17;0.0;4726080.0;427.16666666666663;;
PTWE42 Andrézieux;2024-03-17;0.0;365760.0;88.08333333333333;;
PTWE49;2024-03-17;870.8571428571429;4936.969999999989;78.25;5.669092847769017;0.08985400262467191
PTWE89;2024-03-17;0.0;0.0;298.1666666666667;;
PTWE35;2024-03-18;18646903.296;62012736.0;114120.33333333334;3.325631876543411;0.006120068920924453
PTWE42 Andrézieux;2024-03-18;650880.0;3706560.0;7978.333333333334;5.6946902654867255;0.012257763847918716
PTWE49;2024-03-18;870.8571428571429;4936.969999999989;844.8333333333333;5.669092847769017;0.970117016622922
PTWE89;2024-03-18;0.0;2833344.0;1482.4166666666667;;
PTWE35;2024-03-19;16606878.336000001;65033280.0;135622.08333333334;3.9160448269812624;0.00816662111863221
PTWE42 Andrézieux;2024-03-19;1449216.0;3478464.0;12392.25;2.4002384737678857;0.008551002749072603
PTWE49;2024-03-19;870.8571428571429;4936.969999999989;1099.5;5.669092847769017;1.2625492125984252
PTWE89;2024-03-19;1384692.48;2901312.0;36963.0;2.0952753350693434;0.026694013677318447
PTWE35;2024-03-20;16077724.992;61266240.0;162274.5833333333;3.8106286822597744;0.010093130925804389
PTWE42 Andrézieux;2024-03-20;1525248.0;3401280.0;12106.25;2.2299848942598186;0.007937233813779792
PTWE49;2024-03-20;870.8571428571429;4936.969999999989;1117.1666666666665;5.669092847769017;1.2828357392825895
PTWE89;2024-03-20;0.0;2703168.0;1776.416666666667;;
PTWE35;2024-03-21;16118217.216;73201536.0;145980.0;4.541540482984393;0.009056832901785855
PTWE42 Andrézieux;2024-03-21;1460736.0;2946240.0;12392.25;2.016955835962145;0.00848356581887487
PTWE49;2024-03-21;870.8571428571429;4936.969999999989;944.0833333333334;5.669092847769017;1.0840851924759405
PTWE89;2024-03-21;1311828.48;2899584.0;35769.0;2.2103377417145267;0.027266521916035853
PTWE35;2024-03-22;20926826.496;50476608.0;115432.83333333333;2.412052683174308;0.0055160219040090675
PTWE42 Andrézieux;2024-03-22;1107072.0;2062656.0;10811.0;1.8631633714880333;0.009765399179095849
PTWE49;2024-03-22;1886.857142857143;6032.157142857143;725.5833333333333;3.196933676559661;0.3845459822329901
PTWE89;2024-03-22;0.0;1449792.0;522.5833333333333;;
PTWE35;2024-03-23;0.0;0.0;1091.75;;
PTWE42 Andrézieux;2024-03-23;0.0;0.0;111.91666666666666;;
PTWE49;2024-03-23;1886.857142857143;6032.157142857143;160.25;3.196933676559661;0.08492958812840702
PTWE89;2024-03-23;0.0;0.0;290.0833333333333;;
PTWE35;2024-03-24;0.0;5132160.0;682.6666666666667;;
PTWE42 Andrézieux;2024-03-24;0.0;445824.0;96.25;;
PTWE49;2024-03-24;1886.857142857143;6032.157142857143;88.58333333333333;3.196933676559661;0.04694755703613971
PTWE89;2024-03-24;0.0;0.0;299.25;;
PTWE35;2024-03-25;15597135.36;69688512.0;109907.83333333336;4.46803277598791;0.007046667916673986
PTWE42 Andrézieux;2024-03-25;1093248.0;3782016.0;9232.666666666668;3.4594309799789253;0.008445171330445304
PTWE49;2024-03-25;1886.857142857143;6032.157142857143;1079.9166666666667;3.196933676559661;0.572336210377549
PTWE89;2024-03-25;320163.84;2532672.0;23480.416666666664;7.910549798503165;0.07333875264198063
PTWE35;2024-03-26;18887420.16;64955520.0;151480.66666666663;3.4390890576767896;0.008020188325532893
PTWE42 Andrézieux;2024-03-26;1402560.0;4475520.0;20156.333333333336;3.190965092402464;0.014371102365198877
PTWE49;2024-03-26;1886.857142857143;6032.157142857143;1431.5;3.196933676559661;0.7586689884918231
PTWE89;2024-03-26;0.0;2481984.0;2180.833333333333;;
PTWE35;2024-03-27;17740235.52;58926528.0;158728.50000000003;3.3216316623061384;0.008947372757315008
PTWE42 Andrézieux;2024-03-27;1996992.0;4449600.0;21533.333333333336;2.2281511393135274;0.01078288412438975
PTWE49;2024-03-27;1886.857142857143;6032.157142857143;1416.1666666666665;3.196933676559661;0.7505426004441752
PTWE89;2024-03-27;574548.48;2696832.0;32930.0;4.693828447688174;0.05731457160934444
PTWE35;2024-03-28;17514489.6;59638464.0;140374.5;3.4050928894896253;0.008014763958636853
PTWE42 Andrézieux;2024-03-28;2226240.0;4111488.0;24128.416666666664;1.8468305304010348;0.010838192048775811
PTWE49;2024-03-28;1886.857142857143;6032.157142857143;1151.3333333333333;3.196933676559661;0.6101857460125176
PTWE89;2024-03-28;0.0;1579968.0;2061.4166666666665;;
PTWE35;2024-03-29;15998826.240000002;57888000.0;165232.50000000003;3.618265435952381;0.010327788896593455
PTWE42 Andrézieux;2024-03-29;1924416.0;2756160.0;21519.083333333336;1.4322059263693505;0.011182136987706055
PTWE49;2024-03-29;979.7142857142857;3040.6771428571856;1049.3333333333335;3.1036366287547827;1.0710605618742104
PTWE89;2024-03-29;644705.28;1590336.0;21614.666666666668;2.466764348509756;0.033526430350728116
PTWE35;2024-03-30;0.0;0.0;874.0833333333334;;
PTWE42 Andrézieux;2024-03-30;0.0;0.0;111.75;;
PTWE49;2024-03-30;979.7142857142857;3040.6771428571856;163.75;3.1036366287547827;0.16714056576261302
PTWE89;2024-03-30;0.0;0.0;299.08333333333337;;
PTWE35;2024-03-31;0.0;0.0;479.8333333333334;;
PTWE42 Andrézieux;2024-03-31;0.0;0.0;77.58333333333333;;
PTWE49;2024-03-31;979.7142857142857;3040.6771428571856;110.16666666666666;3.1036366287547827;0.11244774958685719
PTWE89;2024-03-31;0.0;0.0;285.8333333333333;;
PTWE35;2024-04-01;0.0;5574528.0;521.0833333333334;;
PTWE42 Andrézieux;2024-04-01;0.0;389952.0;117.5;;
PTWE49;2024-04-01;979.7142857142857;3040.6771428571856;112.66666666666666;3.1036366287547827;0.11499951394964518
PTWE89;2024-04-01;0.0;0.0;618.8333333333333;;
PTWE35;2024-04-02;19000638.720000003;62030016.0;134206.58333333334;3.2646279377286107;0.007063266941235401
PTWE42 Andrézieux;2024-04-02;1452672.0;3394368.0;14537.333333333334;2.336637589214909;0.010007306076893705
PTWE49;2024-04-02;979.7142857142857;3040.6771428571856;934.9166666666667;3.1036366287547827;0.9542748128706136
PTWE89;2024-04-02;654474.24;2763648.0;16892.25;4.222699429697951;0.025810412339529208
PTWE35;2024-04-03;17490988.8;63535104.0;154197.66666666666;3.6324478122128805;0.008815834738094776
PTWE42 Andrézieux;2024-04-03;1280448.0;4164480.0;15265.833333333334;3.252361673414305;0.011922259500841373
PTWE49;2024-04-03;979.7142857142857;3040.6771428571856;1133.3333333333335;3.1036366287547827;1.1567998444638867
PTWE89;2024-04-03;786954.24;2900736.0;19079.25;3.6860288089940276;0.024244421124155834
PTWE35;2024-04-04;17311311.36;66636864.0;141520.0;3.8493250230582188;0.008175001711713191
PTWE42 Andrézieux;2024-04-04;1761408.0;4436352.0;20942.583333333332;2.5186396337475476;0.0118896833290943
PTWE49;2024-04-04;979.7142857142857;3040.6771428571856;957.8333333333333;3.1036366287547827;0.9776659861961698
PTWE89;2024-04-04;0.0;2901888.0;1901.25;;
PTWE35;2024-04-05;19686516.48;52823232.0;123807.75;2.6832188444138594;0.006288961794016694
PTWE42 Andrézieux;2024-04-05;2068992.0;2036736.0;17776.083333333332;0.9844097995545658;0.008591663637816547
PTWE49;2024-04-05;1397.0;4603.971428571428;750.8333333333333;3.2956130483689536;0.5374612264376043
PTWE89;2024-04-05;1180385.28;1582272.0;4878.75;1.3404707995003122;0.004133184378578492
PTWE35;2024-04-06;17449565.184;0.0;30576.0;;0.0017522499659782926
PTWE42 Andrézieux;2024-04-06;815040.0;0.0;996.6666666666666;;0.001222843868603586
PTWE49;2024-04-06;1397.0;4603.971428571428;67.0;3.2956130483689536;0.047959914101646385
PTWE89;2024-04-06;0.0;0.0;270.83333333333337;;
PTWE35;2024-04-07;0.0;5273856.0;441.50000000000006;;
PTWE42 Andrézieux;2024-04-07;0.0;368064.0;65.66666666666667;;
PTWE49;2024-04-07;1397.0;4603.971428571428;67.83333333333333;3.2956130483689536;0.048556430446194225
PTWE89;2024-04-07;0.0;0.0;266.91666666666663;;
PTWE35;2024-04-08;0.0;69918336.0;3419.5;;
PTWE42 Andrézieux;2024-04-08;0.0;2918592.0;775.3333333333333;;
PTWE49;2024-04-08;1397.0;4603.971428571428;884.3333333333334;3.2956130483689536;0.6330231448341684
PTWE89;2024-04-08;0.0;2900736.0;1980.3333333333335;;
PTWE35;2024-04-09;19340204.544000003;72292608.0;165096.75;3.7379443343285454;0.00853645314993417
PTWE42 Andrézieux;2024-04-09;1144512.0;2911104.0;11971.0;2.5435329642677402;0.01045947967343287
PTWE49;2024-04-09;1397.0;4603.971428571428;1193.75;3.2956130483689536;0.8545096635647816
PTWE89;2024-04-09;786954.24;2763648.0;16938.0;3.51182808291369;0.02152348782058789
PTWE35;2024-04-10;21095009.28;72047232.0;151186.1666666667;3.4153685852277564;0.007166916338358998
PTWE42 Andrézieux;2024-04-10;1142438.4;3241152.0;15547.5;2.837047494201876;0.013609048855500657
PTWE49;2024-04-10;1397.0;4603.971428571428;1133.75;3.2956130483689536;0.8115604867573372
PTWE89;2024-04-10;1351434.24;1713600.0;16047.166666666668;1.2679862247681397;0.011874174999936859
PTWE35;2024-04-11;19200796.415999997;70419456.0;172640.0;3.6675278709439136;0.008991293707803669
PTWE42 Andrézieux;2024-04-11;1251187.2;3724416.0;17252.166666666664;2.9767056440475095;0.013788637437041128
PTWE49;2024-04-11;1397.0;4603.971428571428;869.5000000000001;3.2956130483689536;0.622405153901217
PTWE89;2024-04-11;867594.24;2968128.0;17089.5;3.421101550881666;0.01969757198941293
PTWE35;2024-04-12;19766543.616000004;44138304.0;126817.5;2.232980376208631;0.006415765065640901
PTWE42 Andrézieux;2024-04-12;1598745.6;2013120.0;15509.666666666668;1.2591872027669693;0.009701147366201769
PTWE49;2024-04-12;1578.4285714285713;5162.028571428571;763.9166666666666;3.270359308534709;0.48397290855884395
PTWE89;2024-04-12;434903.04;1715328.0;11554.5;3.9441618987073532;0.026567990879070427
PTWE35;2024-04-13;0.0;0.0;1051.6666666666667;;
PTWE42 Andrézieux;2024-04-13;0.0;0.0;120.58333333333334;;
PTWE49;2024-04-13;1578.4285714285713;5162.028571428571;98.08333333333334;3.270359308534709;0.06213986182761638
PTWE89;2024-04-13;0.0;0.0;261.8333333333333;;
PTWE35;2024-04-14;0.0;2738880.0;391.08333333333337;;
PTWE42 Andrézieux;2024-04-14;0.0;408960.0;62.166666666666664;;
PTWE49;2024-04-14;1578.4285714285713;5162.028571428571;70.5;3.270359308534709;0.044664675536247624
PTWE89;2024-04-14;0.0;0.0;255.16666666666666;;
PTWE35;2024-04-15;12614279.040000001;62759232.0;117567.50000000001;4.97525318735933;0.009320191794330246
PTWE42 Andrézieux;2024-04-15;1342771.2;3781440.0;11238.75;2.81614619080302;0.008369817583218944
PTWE49;2024-04-15;1578.4285714285713;5162.028571428571;782.6666666666666;3.270359308534709;0.49585181162699493
PTWE89;2024-04-15;505059.84;2641536.0;18963.333333333336;5.23014461019114;0.03754670601672336
PTWE35;2024-04-16;18877976.64;68344128.0;188471.5;3.620310020682386;0.009983670580492888
PTWE42 Andrézieux;2024-04-16;1485849.6;3560832.0;16091.916666666664;2.3964955807101873;0.010830111383188894
PTWE49;2024-04-16;1578.4285714285713;5162.028571428571;1185.3333333333333;3.270359308534709;0.7509578544061303
PTWE89;2024-04-16;8640.0;2903616.0;3442.3333333333335;336.06666666666666;0.39841820987654325
PTWE35;2024-04-17;16886378.880000003;68753664.0;111731.66666666666;4.07154574042105;0.006616674152621325
PTWE42 Andrézieux;2024-04-17;1508889.6;3657024.0;16436.166666666668;2.4236524660253473;0.01089288882809363
PTWE49;2024-04-17;1578.4285714285713;5162.028571428571;1164.4166666666665;3.270359308534709;0.7377062780945485
PTWE89;2024-04-17;703146.24;2832192.0;21663.583333333336;4.0278847256582075;0.030809498936285765
PTWE35;2024-04-18;20885402.88;66407040.0;100887.75;3.179591046509896;0.004830538849533555
PTWE42 Andrézieux;2024-04-18;1543104.0;2969856.0;17371.5;1.9245987308697274;0.011257504354858778
PTWE49;2024-04-18;1578.4285714285713;5162.028571428571;1013.1666666666667;3.270359308534709;0.6418831266781309
PTWE89;2024-04-18;263508.48;2897280.0;30616.25;10.995016175570518;0.11618696293948491
PTWE35;2024-04-19;21081116.160000004;50955264.0;92356.33333333334;2.417104654860931;0.0043809982655744414
PTWE42 Andrézieux;2024-04-19;1032192.0;2121408.0;13802.499999999998;2.0552455357142856;0.013372027684771824
PTWE49;2024-04-19;1306.2857142857142;4256.654285714265;864.6666666666667;3.2585936132983218;0.6619276757072033
PTWE89;2024-04-19;982679.04;1714176.0;7065.5;1.7443905183934725;0.007190038366952449
PTWE35;2024-04-20;0.0;0.0;1002.6666666666667;;
PTWE42 Andrézieux;2024-04-20;0.0;0.0;131.0;;
PTWE49;2024-04-20;1306.2857142857142;4256.654285714265;165.5;3.2585936132983218;0.12669510061242345
PTWE89;2024-04-20;0.0;0.0;301.5833333333333;;
PTWE35;2024-04-21;0.0;6025536.0;521.25;;
PTWE42 Andrézieux;2024-04-21;0.0;0.0;97.75;;
PTWE49;2024-04-21;1306.2857142857142;4256.654285714265;78.83333333333333;3.2585936132983218;0.06034922717993584
PTWE89;2024-04-21;0.0;0.0;306.66666666666663;;
PTWE35;2024-04-22;17476992.0;72373824.0;85022.0;4.141091556258651;0.004864795955734259
PTWE42 Andrézieux;2024-04-22;932198.4;2026944.0;8251.75;2.1743697478991595;0.008851924654665787
PTWE49;2024-04-22;1306.2857142857142;4256.654285714265;817.0;3.2585936132983218;0.6254374453193351
PTWE89;2024-04-22;0.0;2848896.0;1331.916666666667;;
PTWE35;2024-04-23;20507160.960000005;73014912.0;118986.0;3.5604593021149227;0.005802168336811063
PTWE42 Andrézieux;2024-04-23;700416.0;2345472.0;7676.666666666667;3.348684210526316;0.010960153204191034
PTWE49;2024-04-23;1306.2857142857142;4256.654285714265;1133.6666666666667;3.2585936132983218;0.8678550597841937
PTWE89;2024-04-23;1356238.08;2918592.0;37339.75;2.151976148612491;0.027531854879048964
PTWE35;2024-04-24;20036643.84;67193280.0;132747.33333333334;3.353519708019125;0.006625227976969088
PTWE42 Andrézieux;2024-04-24;652032.0;2712384.0;6679.5;4.159893992932862;0.010244129122497055
PTWE49;2024-04-24;1306.2857142857142;4256.654285714265;1099.1666666666665;3.2585936132983218;0.8414442986293379
PTWE89;2024-04-24;0.0;2854656.0;1751.4166666666667;;
PTWE35;2024-04-25;20200696.704;63804672.0;154198.0;3.1585381897925258;0.007633301081614021
PTWE42 Andrézieux;2024-04-25;0.0;0.0;750.25;;
PTWE49;2024-04-25;1306.2857142857142;4256.654285714265;947.0833333333333;3.2585936132983218;0.7250200495771362
PTWE89;2024-04-25;1515283.2;2846592.0;38820.16666666667;1.8785874482077014;0.025619083394224047
PTWE35;2024-04-26;15555068.928;57704832.0;142454.5;3.7097123945319237;0.009158075779630515
PTWE42 Andrézieux;2024-04-26;3015244.8;0.0;20722.5;;0.006872576316191641
PTWE49;2024-04-26;381.0;1258.9328571428357;813.9166666666667;3.304285714285658;2.1362642169728785
PTWE89;2024-04-26;380183.04;1588608.0;12340.833333333334;4.17853463426459;0.03246024160713044
